Unnamed: 0,document,star,label
8542,긴장감은 매우 좋았는데 설정은 허술하기 짝이 없는 ㅋㅋ 말한번 안해보고 컸을 아이가 폭포수에서 아빠랑 유창하게 대화나누는거보고 얼탱이가 없더라 ㅋㅋ 감정선을 거기서 그렇게 잡아야만했니... , 2,0
8543,오랜만에 내용없는 영화를 봤다. , 1,0
8544,평점 너무 심하다...? 뭐지? 나름 재밌게 본 나는 이해를 못하겠네. 하다못해 외국 영화를 봐도 스릴러 장르상 어느정도 긴박함을 위해 개연성은 관객의 상상 영역으로 남고 삭제되지 않나..? 국내 자본으로 이정도면 잘한듯. 영화는 평균치로 계산해야하는 거 아닌가. 플롯상의 부족함을 배우들 연기와 긴박함+한국에서 보기 힘들었던 디스토피아 세계관 정도로 메꿨다고 생각. 나도 기대 많이했었고 이런저런 논란으로 가라앉은건 있지만 테러감은 아닌듯. 평점 테러가 너무 심해서 7/10줄거 그냥 만점줌. 네이버 평점은 믿ㅐ거. , 10,1
8545,, 10,1
8546,"별점 맥이는데 연출, 연기, 스토리, 영상미, ost 전부 클릭하게 한 영화는 처음이네요... 특히 악당두목 황광량 아저씨는 달콤한 인생의 황정민이나 초록물고기 송강호처럼 진짜를 데려온듯 해요. 황광량 다른 홍콩마담류 액션영화에서도 조홀라 악당으로 나오더라고요. 근데 악녀랑 할건 다함 ㅋㅋ 그리고 호혜중하고 같이 나온 코믹액션이나 성관광다큐영화에서 바보연기도 좀 잘하심 ㅋ ", 10,1
8547,"긴장감 있는 전개와 배우들 연기가 돋보였음, 대중영화로써 이만하면 충분히 되었다. ", 10,1
8548,전개도 느리고 이야기도 허술한데 런닝타임은 쓸데없이 길어 리얼 급 망작영화 , 2,0
8549,긴장감넘치게 잘만든영화인데 100번양보해서 재미없게보고 5~6점정도 주는건 이해하겠는데 1점주는사람들은 어디서 알바푼건가? 감독이랑 사이안좋은 사람들인가? , 10,1
8550,솔직히 긴장도 전혀 안 됐다. 긴장도 스토리에서 오는 건데. , 2,0
8551,이게뭐야..중반부터는 그냥 돌려봄. , 1,0
8552,늘 도망치는 사랑만 했던 저에게 일침을 하듯 첫사랑을 알려 주는 영화예요 재미있게 잘 봤구 마지막에는 울면서 봤네요 ㅠㅠ 그만큼 이입도 잘 됩니다 감성적이신 분이라면 좋아하실 거예요! (왕대륙 잘생긴 거 깨닫게 해 주는 영화기도 해요 ㅎㅎ) , 10,1
8553,개인적으로 어벤져스 시리즈보다 다크나이트가 한수 위다. , 10,1
8554,야이...감독아...영화 이따구로 만들래? 완전 쓰레기네...연기  잘하는 배우들 똥칠하고 먼짓을 한거여? , 1,0
8555,웰메이드영화 10년이지나도 세련되었음 재평가되어야함 , 10,1
8556,살다가 이런 재미없는 영화는 첨 입니다.영화 다 보고 화가 납니다.영화 제목 바꾸세오..친구..로 정확히 35년전 재밌는 홍콩 영화 말고진짜 심힌 홍콩 쓰레기 영화 표절판!! , 1,0
8557,애초에 영화관 상영을 계획하고 만든 영화라 집에서 넷플릭스로 보려니 상당히 구도가 조잡하다. 10여분만에 껐다. 임팩트가 약한 느낌. 타짜 3 맞나 원아이드잭(?) 그거 같음 , 2,0
8558,나름 재미 있어요 평점 1~2는 아닌듯 , 9,1
8559,넷플릭스에서 한국 영화 찾다 매번 포기하거나 다른 본거 보는디 오늘 각 나와서 봄개재밌음 , 10,1
8560,엄벅동이는 못봤지만 성냥팔이를 넘어설 대작이 아닐까 싶다 , 1,0
8561,유일하게 천만 값 하는 영화. , 8,1
8562,소년들이 청년이 되어긴장감과 훌쩍임을 함께 주었어요.파수꾼의 윤감독님 작품을 기다렸는데기대만큼 높은 몰입도와 섬세한 감정선이 참 좋았어요. 영화관에서도 또 보고싶어요!사냥의 시간 촬영 및 개봉을 위해 고생하신 모든 분들 덕분에 좋은 영화를 볼 수 있었어요. 진심으로 고맙습니다 ! , 10,1
8563,이 영화가 높은 평점을 받을 수준까지는 않되어도 필요이상의 낮을 평점을 받을 이유는 없습니다. , 8,1
8564,작가님????@@@ , 1,0
8565,감독님 존경합니다.이런 영화가 많이 만들어져야합니다. , 10,1
8566,, 10,1
8567,한 명의 죽음은 비극이지만 수백만의 죽음은 통계치에 불과하다ㅡ스탈린 옹ㅡ , 1,0
8568,, 10,1
8569,, ,0
8570,, 10,1
8571,, 10,1
8572,시작하고 3분안에 잠듬 ㄷㄷ 너무 지루행 , 1,0
8573,"한국 영화에서 잘 다루지 않는, 아니 손 댔다가 폭망하기 딱 좋은 배경 소재인 세기말 국가적상황과 범죄조직의 서비스를 이용하고 비호하는 VIP들, 그리고 그걸 잡으라고 보낸 법 밖으로 나도는 사냥개와 도망치는 꼬꼬마들...소재 참신하고 갠적으로 재미있게 봤었음 근데 군데군데 흐름을 깨는 개연성의 구멍들이 평점 깍아내리게 하는거 같음...예를 들면 1. 불법 총기상에서 한 자리 차지하고 십수년을 굴렀을 아저씨가 보인 겁쟁이스러운 태도와 허술해보이는 조직.. 2. '저 부분은 좀 비약인거같은데...', '잠깐 전만 해도 병원에 있자더만 지금은 또 말 잘듣네'하는 자잘한 집중이 깨는 장면들...내용상 2편 나올거 같고, 그 때가서 안 풀린 떡밥 풀리겠지 한다 ", 7,1
8574,시대에 대한 연출이 뛰어났고 스토리 역시 좋았음 , 9,1
8575,최고 , 10,1
8576,시대 착오적 쓰레기 영화...ㅋ 감독님 요즘 넷플릭스 컨텐츠 안보시나요...그냥 영화관에 걸리는 이병헌&하정우 나오는 영화나 다름 없음... , 1,0
8577,와우..지금 다 보고 심장 벌렁벌렁한 채로 평점 남김. 반전 탁월했고 내내 긴장감도 쩔...이 재밌는 영화의 관객수가 왜 이리 적었을까. , 10,1
8578,반지의 제왕 훌륭한데.. 시간이 너무 길어서 1점ㅎㅎ , 1,0
8579,긴장감 최고.. 근데 어느 순간부터 베틀그라운드 보고 있는 것 같은 느낌이 들면서 좀 루즈해짐. , 8,1
8580,"긴장 엄청 하면서 재밌게 봤는데, 엄청 꼬인 평론가 분들이 많아서 너무 아쉽다.물론 빼어먹은 소재들이 손에 꼽을수도 없이 많고, 스토리와 전개부분은 미흡하다.그렇다고 저렇게까지 비난하는 이유는 잘 모르겠음ㅎㅎ미리 평점 보고 기대 안하고 봐서 그런가..뭐 느끼는 사람 나름이겠지만 재밌게 봤어요한국영화중에 이런 긴장감 주는 영화는 없는듯 ", 8,1
8581,"평점이 너무 낮은 거 같아서 보탬. 보는 동안 주인공들이 넘 어리버리해서 답답함에 좀 힘들기도 했는데 그래서 더 긴장감 들었던 거 같음. 그리고 전지적 시점으로 보기엔 쉬워도 당사자들끼리는 멘붕에 저럴 수 있을 거 같기도 하고. 암튼 2편 나올 거 같은데 나오면 볼 예정임. 기본적으로 연기 다 좋았고, 배경이 먼 미래 설정인지 폐허에 가까운 도시 설정과 영상미가 잘 어우러져서 독특한 분위기 괜찮았음. ", 7,1
8582,차라리 공포영화 컨셉으로 박해수씨를 총살당한 한많은 귀신으로 등장시켰으면 훨씬 낫지 않았을까 싶습니다 , 1,0
8583,ㅅㅂ ㅋㅋ 개빡친다 그냥 , 1,0
8584,중후반부터의 너무나 많은 단점들 때문에 몇 안되는 장점들이 다 묻혀버렸다 , 4,0
8585,지창욱영화 오늘첨봣는뎅 넘잼잇어요 , 10,1
8586,초반 중반 까진 스릴 있었는데 갈수록 답답하고 거의 후반 30분동안 대사도 없고 브금 총소리 이름만 불러댈 뿐이고 왜 보고있냐는 생각이 듬한창 뜨고 있는 배우들 모아서 나락보내는 기분이네 , 1,0
8587,너무 잘만들었다 연기 연출 완벽 ㅎㅎ속이 시원하면서도 전두환 좀 도둑질 하는거보고 씁쓸하기도 , 10,1
8588,, ,0
8589,난 재밌던데. 제목 그대로 사냥에 쫓기는 긴장감. 우리나라 영화치고 총기장면 리얼함. 박정민과 최우식의 존재감이 아쉽긴 했지만 이제훈의 연기가 매우 볼만함. , 8,1
8590,"감독이 의도한 바를 이해하면 영화의 퀄리티는 이보다 더 좋을 수 없다.러닝 타임 내내 긴장감이 넘쳤고, 감독의 탄탄하고 꼼꼼한 연출과 그것을 뒷받침 하는 배우들의 연기에 기억이 많이 남은 영화였다. ", 10,1
8591,오 존내 잼씀   스토리는 별루지만  액션이 쩐다 롱테이크로 긴장감 몰입감 다잡음 , 10,1
8592,평점이 낮아서 고민했는데  보길 정말 잘했네요초반15분 지나고부터 막판까지 몰입감 쩔어요~~심장터지는줄~~~배우분들 연기가 다들 훌륭해서 더 몰입했어요 , 10,1
8593,같이 어둠 속으로 빨려 들어가는 기분 , 9,1
8594,"인생 처음 올려보는 리뷰입니다...그만큼 대작..명작이네요...그어떤 감탄사도 아깝지 않을만큼..넘 좋은 영화였습니다. 세종..영실..두분은 연기는 신의 경지에 올랐다는 말이 무색하네요..심지어 조연으로 나오셨던 신구선생님,허준호님도 연기도 엄청났습니다! 기대하지 않았던 씬에서 서정적인 장면..이 뭉클 무엇?! ㅜㅜ 사실 그전에는 한국영화를 좋아하지 않았었는데...앞으로 한국영화의 행보가 진짜 기대 됩니다! 인생영화! 소장각!이네요 ", 10,1
8595,로코계의 수작..개인적으로 제목이 영화의 여운을 살리는데 큰 역할을 했다고 본다 , 10,1
8596,넷플릭스도 돈을 사냥당했네이게 영화냐?배우들 섭외하느라시나리오작가를 지나가던 중딩한테 맡겼냐?눈을버렷다 , 1,0
8597,도대체 무슨 말이 필요한가..? , 10,1
8598,이렇게 섬세하게 영화 잘만드는 사람이.... 사냥의시간. 시간의사냥.. 이게 가능한가...자본의 문제인지. 아님 기복이 심한건지.. , 10,1
8599,영화 보기 전 네이버 평점 5점이길래 생각 어 봐야되나..그래도 봐보자..초반 도박장까지는 오 그래도 괜찮은데??그 이후.. 고구마에 개연성 나발에.. 후 네이버 평점 믿을걸그래도 한국영화 중 이런 장르는 별로 못본듯하여 끝까지 봐보긴 함 , 1,0
8600,처음엔 유명배우와 사랑하게 된 운 좋은 남자 이야기로만 봤다. 하지만 나조차도 편견을 가지고있었고 마지막엔 그저 아름다운 연인이었을 뿐이었다. , 10,1
8601,솔직히 빌런 많아서 어지럽다는 사람들 많아서 하는 얘긴데 스토리상 보면 많아질 수 밖에 없는 전개고 액션도 스파이더맨 통틀어서 원탑으로 꼽히는데 이게 재미없다는건 뭘까.. 난 솔직히 마블 스파이더맨 보단 어메이징이 재밌었던것 같다 , 10,1
8602,배경부터 노잼 영화도 노잼 그냥 다 노잼 , 1,0
8603,, 10,1
8604,연출도 스토리도 너무 잔인하다 아날로그 감성의 그 람보를 기대했다면 충격을 받을것 같다 왜 람보는 마지막까지 이렇게 잔인하게 끝나야 할까 너무 맘이 좋지가 않다 , 7,1
8605,오프닝부터 영화가 끝나는 순간까지 놓칠게 없는 영화다 엄청난 몰입감을 준다. 나는 이 영화의 후속편이 너무 보고 싶다. , 10,1
8606,울다가 숨이 턱턱 막히고 앞이 안 보였던 영화 ... , 10,1
8607,결국 악당이 젤 착했어 의리 있고 , 8,1
8608,긴장감 잇는 연출은 정말 좋았다..디스토피아적인 배경은 그냥 여기저기서 봤을법한 장면들 짬뽕시켜놓았고 이야기는 개연성 무시하고 유치하고  주인공 캐릭터들이 물없이 먹는 고구마들이다.. , 4,0
8609,총상환자는 의사가 경찰 안해? , 4,0
8610,배우들 연기 좋고 긴장감 몰입도 다~~~~ 좋았어요특히 박해수님 ~~시리즈로 나오겠죠? 버려진 소스들 주워담으려면 , 8,1
8611,, 10,1
8612,"쫄려서 넘긴거 반, 지루해서 넘긴거 반 ", 2,0
8613,뒤로 갈 수록 정말 쓰레기 연출. 총격전은 요즘 초등학생들 데려다가 그냥 시켜도 이것 보단 더 현실감 있게 하겠다. 내 시간이 너무 아깝다 진짜. , 3,0
8614,, 10,1
8615,와 정말 너무 아름다운 애니메이션입니다..이때까지 본 일본 애니는 여성의 신체 일부를 부각시켜서 그리고 강조해서 찍는 신이 종종 튀어나와서 불편했는데 그런 거 전혀 없습니다.테일러 너무 사랑스럽고 귀엽고 영상미가 정말 아름답습니다 거기로 여행가고 싶을 정도로요정말 아름답습니다 꼭 보세요 최고예요 이때까지 본 열몇편의 애니중 최고였어요 , 10,1
8616,투쁠 한우로 개사료를 만드는 재주! , 1,0
8617,기독교 인지 천주교인지 그들이 이 영화를 반대 했다는데 난 종교가 없지만 이 영화를 보고 종교생활을 해보고 싶어진다.여운이 남는 영화중 하나다. , 10,1
8618,내 인생영화다 진짜... , 10,1
8619,최근 핫한 젊은 남배우들의 연기 보는 맛 , 8,1
8620,스토리가 아쉬웠지만 보는 내내 긴장감을 놓을 수 없는 작품. 배우들의 연기가 매우 뛰어났다 , 7,1
8621,사냥감이 된 인간의 심리를 잘 표현함. 연기와 미장센이 뛰어나다. , 10,1
8622,, 10,1
8623,인간의 악함이란.... ㅠ , 10,1
8624,왜 다들 재미없다지? 나름 재밌음 , 9,1
8625,완전 몰입감 쩔었다만.. 영화관에서 보면 더 최고였을듯  제목에 딱 맞는 내용이다 내용은 한줄로 요약 가능하지만 제목처럼 사냥의시간이 정말 긴장되고 배우들의 연기력에 몰입됬다 , 10,1
8626,"무국적의 시간과 장소. 디스토피아의 현실적 재현. 극강의 잔인함 없이도 끝까지 끌고가는 몰입감과 흡입력이 압도적이었다. 한국 조폭 영화의 클리셰와 효자 아들의 신파는 덜어내면서 오히려 극의 마지막까지 긴장감을 가져간 느낌. 파수꾼의 그 어두컴컴 축축한 미쟝센을 걷어내고 대중적인 몰입감에 집중한 것 같다. 말도안되는 설정의 할리웃 때깔 좋은 영화에 비하면 엄청난 성취. 자꾸 스토리 어쩌고 하는데, 왜 굳이 우리 영화에만 이딴 잣대를 들이미는 지 모르겠다. 역대급 킬러 캐릭터의 등장. 배우들의 합과 영상, 사운드 때깔만으로 국보급. ", 10,1
8627,, 10,1
8628,, 10,1
8629,알바부대 떼거지로 와서 테러하는거임? 난 진짜 역대 한국영화 스릴러중 최고봉인듯 . 영상미는 기본이고 배우 연기력과 ost까지 좋았음. 다시 나오기 힘든 영상미와 긴장감임. 10점중 100점주겟음 , 10,1
8630,올해 본 영화중에 최악임.개연성이라고는 눈꼽만치도 없다. , 2,0
8631,이런 영화에 투자하는 머저리도 있나보군 , 2,0
8632,처음부터 끝까지 긴장감있게 봣는데이정도면 땡큐아닌가? ? 재미없다는 넘들이 재미있다고 빠는영화 오히려 좃도 재미없을듯? 그리고 이 영화 넷플릭스로 바로 넘긴걸로 알고있는데 거기에 앙심을 품고 뭔가 별점 테러의 냄새가 난다.. 1점은 좀 아니지 않나 ?? 밑도끝도없이 , 8,1
8633,난 이 영화 특유의 분위기가 좋더라 특히 폴 뉴먼과 톰 행크스 씬은 남자라면 정말 최고의 장면... , 8,1
8634,이게 영화가?개연성 제로 스토리 쓰레기배우 연기가 아깝다 진짜넷플릭스로 개봉한걸 다행으로 알아라 미친시간 아까워 OOOO , 2,0
8635,성범죄자 남자배우 조재현 , 2,0
8636,캐스팅부터 이미 10점 만점 , 10,1
8637,총쌈은 역시 무리; 대한민국 갱스터는 역시 사시미제z 그래도 총격씬은 제법 잘 만들려고 애쓴 흔적. 과거 어설픔은 많이 나아진. 장소 미장센은 갠찬은. 사운드 갠찬고. 스토리는 역시 무리 무리. 디테일 부족. 2시간 너무 길어. 정작 사냥이 시작된 시간은 지루해졌어. 1시간으로 짤라. 너무 많은 이야기 남발. 적당히 해도 되는 이야기를 넘 어깨 힘주고. 가능성만 조금 보인. 정작 사냥의 시간은 '악마를 보았다'를 넘긴 힘드네.. , 4,0
8638,미국식 액션에다 한국식 막장드라마 섞어버리기. 스토리는 유치하고 어이털리는데 액션과 영상미는 역시 화끈해서 좋다 , 8,1
8639,"너무 긴장감 있게 봤음. 스토리는 딱히 있는것도 아니지만, 배우의 연기와 연출이 주는 확실한 몰입감이 있음. 추천 ", 10,1
8640,도데체 어떤 감빵생활을 해야 이토록 천사같은 조력자들을 만나는거지? , 4,0
8641,액션 스릴러 연출을 다시 배워야함....김빠지는 긴장감 ....편집도 못함....그냥 드라마 연출 하시길~! , 2,0
8642,스토리 없는 건 사실이지만 난 진짜 재밌게 봄 , 10,1
8643,액션 진짜 지려버린다.존윅과 얼핏 비슷해보이는 액션이지만 피지컬이 애매한 키아누의 액션을 햄식이형의 쩌는 피지컬로 더 파워풀하게 소화해냄 , 10,1
8644,코로나때문에 극장도 못다녔는데나름 재밌네 쫄깃쫄깃 하고만!!! , 10,1
8645,"초반 5분 최우식과 안재홍의 현실친구 연기가 최고의 장면인 영화...시대적 배경 설명도 배우들이 대충 말한게 끝이고한 의 사냥방법, 배경, 정체, 등등 아무것도 나오지 않고총을 맨몸으로 8발 정도 맞고 물에 빠져서 멀쩡히 살아나고개연성도 스토리도 이해도도 0에 가까운 영화...보는내내 남은 시간 확인하고 빨리감기하고 답답한 영화..정말 배우들 연기가 너무 아까운 영화.... ", 1,0
8646,? 감독은 그냥 총싸움 영화를 만들고 싶었던 것일뿐. 스토리따위 상관없다. 이런 배우들로 이런 영활 만들다니 이것도 능력이겠죠? 너무 충격이다 진짜 , 1,0
8647,"설정에 트집잡을거리는 솔직히 많다만, 아니 다 떠나서 재밌고, 대한민국의 아포칼립스를 잘 표현해냈다. 영화란게 그거면 된거 아닌가? 아... 아닌가? 그래서 8점 ", 8,1
8648,아 그냥 너무 더러워요 도덕성이 결여된건지 너무 추악하네 이런 더러운내용에 미성년자를 소재로 한게 멀쩡히 상영시켰다는게 믿기지가 않네 , 1,0
8649,미래의 한국을 보는것 같네요~~ , 8,1
8650,아름다운 역사를 영화로 만들어 주셔서 감사합니다 , 10,1
8651,잠수함 잠영할때 간부들 간지작살이네 , 10,1
8652,쇼 박사 레알 발암캐릭 ㅗㅗ , 8,1
8653,2020년 새벽...아직까지도 보고있는 영화..만추... , 10,1
8654,스토리를 떠나서 우리나라에서 디트로이트 스타일의 숨막히는 총격전이 나온것이 매우 반갑다. 러닝타임동안 아드레날린이 솟구치는 느낌. 넷플보다 영화관 상영했다면 입소문으로 결과는 남달랐을 느낌. , 10,1
8655, 4류..배우와 돈이 아깝다 , 1,0
8656,이 영화가 재미있을 수 있는 최고령은 중2다 , 1,0
8657,이정도면 9잠 받아 마땅하다!!! 연출 좋다!!! , 9,1
8658,이 배우들을 가지고 이딴영화를...아무리 킬링타임용이라도 기승전결은 있어야죠..아예 존윅처럼 만들던가.. 거의 모든 요소들이 맥거핀이네 허허.. , 4,0
8659,송직히 저는 기대 안하고 봐서 그런지 완전 몰입하거 무서워서 떨면서 봤습니다 무엇보다 음악이랑 연기가 대박이네요 스토리는 별거없지만 킬링타임으로 밤에보면 나쁘진 않아요.. , 10,1
8660,긴장감 대박 오랫만에 몰입해서 본 영화 , 10,1
8661,내 삶은 내가 결정한다. 불행도 행복도 결국은 나의 선택.. 풍경도 아름다웠지만 교훈도 와닿은 영화.. , 10,1
8662,이건평점올라가야햇! , 10,1
8663,평점이 낮을 이유가 없는 긴장감 넘치는 영화네요 , 10,1
8664,지루하지 않게 재밌게 잘 보았습니다 , 7,1
8665,간만에 나온 액션 수작. 액션 연출과 롱테이크 기법은 역대 최고 수준에 비벼도 모자라지 않음. 넷플릭스 영화라 큰 기대는 안했는데 내가 넷플릭스를 너무 과소평가했다는거 인정. , 9,1
8666,철중이가 쭉 무자비해지길 바라며 , 9,1
8667,졸라 잼있긴한데 포드 안티영화 ㅋㅋㅋㅋ경영진이 쓰레기네 쓰레기 ㅋㅋㅋㅋ 최고 권위자에게 직접 보고하라해놓고 레이싱 총책임자 만들어버리는 클라쓰 이기적인 미국새ㅡ.끼들 , 10,1
8668,"경제 붕괴, 우정, 한탕주의 뻔하고 뻔한 소재로 집안 방구석에서 몰입할 수 있게 만든 연출력과 배우들의 명연... 솔직히 볼만은 했다 불편러들아! ", 8,1
8669,아니재밌기만한데 평점 왤케낮음?? 이런류 영화가 스토리가 거기서 거가 아닌가 ㅋㅋ 중간에 갈등때매 개봉 미뤄졌다는데 그때 피해본 사람들이 장난질하는거아님?? , 10,1
8670,영화 제작 전반적으로 미필들만 참여한게 분명함... , 1,0
8671,연기때매 1점 드려요 좋은 배우들 섭외하시고 스토리도 없고 스릴러지만 스릴도 없고..뭘 표현하고자 하신건지..3류 영화같네요 , 1,0
8672,, 10,1
8673,내가 원래 영화볼때 중간에 한번씩 잠드는데 이건 눈감을새도 없이 봤음 , 10,1
8674,음악칭찬해요. 음악이 긴장감을 최고로 높여줘요. , 8,1
8675,5.56미리 소총탄의 단점을 모잠비크 드릴로 극복하는걸 잘 보여주는 영화 ㄷㄷㄷ , 9,1
8676,, ,0
8677,2월23일에 영화관기서 보려했는데 그때 봤으면 망할뻔했다. 이번 분노의 질주에서도 한이 살아돌아오는데 윤상현 감독이  펜인가? 총을 12발 맞은 한을 살려네는 진정한 마법사임 박정민은 주연인게 아까울 정도로 출연불량이 조성하 분량보다 적고 일단 꿈이라고 하지만 폭죽맞고 뒤 지게 놀라워서 헛웃음 나왔음 잘놀고있다 갑분싸됨 이영화에서 가장 기억에 남는 것은 땀뿐이었다. , 1,0
8678,아 진짜 보면서 웃겨가지고 ㅋㅋㅋ특히 나무토막으로 급소찌릴때 표정이 ㅋㄱㅋㅋ딱 가족끼리 킬링타임 하기 좋은 영화네요. 배우분들이  살리신듯 ㅋㅋㅋ , 10,1
8679,질투에 눈먼 소녀의 거짓말이 나비효과처럼 커져 결국 모든것을 영영 잃게 만들어버리는 영화. 너무 우울함. 영상이 너무 예쁨. 여운이 남음. , 8,1
8680,다된배우에 영화뿌리기인가. 이 정도면 넷플에 사죄해야하는거 아닌가... 충격과 공포 수준으로 노잼이다. 아무리 생각없이 보려해도 최악이다 , 1,0
8681,"사운드와 스릴은 장난아니었지만, 등장인물들 중2병이 너무심하고 스토리가 아쉽다. 그래도 스릴 넘쳐서 좋았다~~ ", 8,1
8682,내가 윤종빈감독 팬이여서 그런가...사극을 참신하고 스타일리쉬하게 도전했다는점에서 높은 점수주고 싶음 , 9,1
8683,너무 지루하다.. 이렇게 만들기도 쉽지않은데 , 1,0
8684,오랜만에 감명깊게 보고 생각할 거리도 많았던.. 너무 감동받았던 인생 영화.. 자칫 지루할 수 있는 주인공의 서사를 뛰어난 과거와 현재를 오가는 연출로 몰입도까지 가져온 영화 , 10,1
8685,와.. 왕대륙... 전 왜 이걸 이제야 봤을까요 보는 내내 광대가 내려오질 않았어요.. , 10,1
8686,도대체 평점이 9점이 안된다는 건 말이 안된다. 가슴이 따뜻해지는 최고의 영화다.!! , 10,1
8687,전 너무 재밌게봤어요!! 굳굳 , 10,1
8688,내 시간을 사냥당했다...생각 좀하고 만들자 개연성 없는건 둘째치고 호흡이라도 좀 좀 , 1,0
8689,몰입감 thumb up , 10,1
8690,자본주의 심장 미국에서 벌어지는 선물거래 상품이 지구반대편에 있는 서울에 살고있는 나랑은 무슨상관이 있는지 모르는 사람은 봐야하는 영화. , 8,1
8691,뭔 이런 쓰레기같은 영화를 만들었냐 좋은 배우데리고 만약에 영화관에서 보실꺼면 돈 플랙스 하시고 싶은 사람만 보셈. 처음으로 리뷰다는데 이런 영화에는 꼭 달아야겠다는 생각이듬 , 1,0
8692,, ,0
8693,"영화가 어설프듯 스무살은 어설프죠. 누군가 그러더군요. '좌충우돌'이 들어간 영화는 B급이라고. 이 영화는 좌충우돌 그 자체입니다. 그렇기에 스무살을 잘 표현한 영화라고 생각합니다. 저에게도 훗날 자식이 생긴다면, 그 자식이 스무살이 된다면 부딪히라고 말해주고 싶네요. ", 8,1
8694,"어처구니없게도, 막강한 자동소총과 근접전의 치트키은 산탄총을 가지고, 거기다 숫자도 더 많으면서,  온갖 서서를 남발하고 신파부리면서  도망다니가 총맞아 죽는 것을 2시간이나 봐야하니..스토리는 개나 줘버리고,  총질이 난무하는 절명의 순간에 여유롭게 신파극을 부리는 이런 영화를 넷플리스가 산것이 코메디입니다 ", 2,0
8695,최악이네. 이딴걸 영화라고. , 1,0
8696,어른이 되서 다시봐도 하울과 소피의 첫만남은 설레었다:) , 8,1
8697,마지막 조던 벨포트가 자기 자신을 소개한건 진짜 연출 겁나 똑똑하네 , 10,1
8698,개대박 걍 ㄹㅇ 꼭 봐야되는 영화임 , 10,1
8699,, ,0
8700,great !!! , 10,1
8701,   사냥당한건..나.천하무적추격자. 정체먼데. , 3,0
8702,재밌어요 나름 볼만햇음 , 10,1
8703,"아주 재미있게 시간가는 줄 모르고 잘 봤습니다. 시나리오는 뭐 특별한 것이 없지만, 우리나라에서 이러한 총격신이 있는 영화를 본적이 있나 싶네요. 재미없다는 분들도 많은데, 다들 개인 취향인듯합니다. ", 10,1
8704,긴장 완전 세고  배우들 연기 때문에  몰입도 셌음 , 10,1
8705,긴장감 넘치면서 재밌게봤어요 , 9,1
8706,, 10,1
8707,평이 안좋아서 기대안했는데 심장쫄려죽을뻔!!진심 볼만해요. 1점 주는사람들 다 알바같아요그냥 나쁜짓하고 살면 돈있어도 벗어날수없네요. , 10,1
8708,여러말 필요없다. 인랑급이다.. , 1,0
8709,"1시간 쯤 보다보니까 아차 싶더라고,,, ", 1,0
8710,진짜 30년만에 평 처음쓰는데 영상 연출 다 좋았는데 스토리는 제가 쓸게요이 정도면 내가 못해도 10배는 더 잘쓸꺼같네요이정도 배우가지고 걔네도 뭘 연기하는건지 몰라서 어리둥절할 정도면 ..하진짜 시간의 사냥 입니다^^* , 1,0
8711,와...진심....새로운 시도고 한국영화의 발전이고 뭐고 다 필요없고 기본이 안된 영화 , 1,0
8712,이거 넷플릭스 엿 먹이려고 만든거 맞지? , 2,0
8713,보는 내내 심장이 쫄깃 2탄도 기대되요 , 10,1
8714,"감독 참 운도좋네, 이런 배우들과 영화를찍다니감독 참 능력없네, 이런 배우들로 쓰레기만들고감독 참 날강도네, 이런 영화로 돈받아 처드시고완전 대사도 허접하고, 전개도 허술하고, 허탈하다허탈해 ", 1,0
8715,와;;;이거 공포영화아냐...???? , 10,1
8716,"영화를 디스토피아물이라고 홍보하지 말고 술래잡기물이라고 해야 했다. 세계관을 정교하게 설명하지 않고 보여주기식으로만 편집을 하면 관객은 이놈들이 왜 이러는지 알 방법이 없다. 긴장감을 불러일으키는 장르적 재미는 훌륭하지만, 각본에서의 허술함은 액션연출로만으론 해결할 수 없다. 하지만 살기위해 도망치는 세 명에 몰입하면서 본다면, 이 영화는 꽤 훌륭한 영화로 기억에 남을 거라 생각한다. ", 7,1
8717,너무 슬프고 마음 아픈 이야기 , 10,1
8718,"놀랍도록 평범한 스토리에,배우들의 연기력과 긴장감은 놀랍도록 특별했다. ", 8,1
8719,정말 무슨내용인지 모르겠네요... , 2,0
8720,긴장감있게 재미있게 봤어요 , 10,1
8721,오히려 코로나에 감사해야할 영화.  이런걸 극장에서 봤으면 충격이 컷을듯... , 1,0
8722,이런 영화가 요즘 세상에 나올 수 있다는 것만으로도...@.@... , 10,1
8723,, 10,1
8724,3분의2는지루했다 전반적으로 개연성 부족하고 정교하지 못한 설정과 단순한 전개 , 2,0
8725,, 10,1
8726,ㅋㅋ나도 영화만들래 , 1,0
8727,잔잔하게 흘러가는데 억지 신파 안 넣어서 좋았어요. 뻔한 스토리지만 배우들 케미가 살림! 이규형 너무 좋고ㅜ , 7,1
8728,평소에 온화하고 사람 좋았던 견자단이 친한 동료의 죽음을 알고나서 직접 싸움판으로 뛰어들어 일본놈 10명과 싸울 때 그 눈빛은 연기가 아니고 진짜 같았음.  동료의 죽음이라는 끓어오르는 분노를 가슴에 품고 한 방 한 방 급소만을 가격하여 일본군을 때려잡는 모습이 액션영화에서는 길이 남을 명장면임. , 9,1
8729,최고였다....최고다 최거 간만에 엄청난 긴장... , 10,1
